head,relation,tail
B07KXS41QL,inception,Charge Block Duo
Charge Block Duo,inception,"June 14, 2016"
B00XY0IVK4,platform,
B00XY0IVK4,platform,NHL 16
NHL 16,platform,PlayStation 4
B07VTR7B18,operating system,
,operating system,Windows 10
B07VTR7B18,operating system,Redragon K503
Redragon K503,operating system,Windows 10
B07VTR7B18,instance of,
,instance of,keyboards
B07VTR7B18,instance of,Redragon K503
Redragon K503,instance of,keyboards
,instance of,USB Gaming Keyboard
Redragon K503,instance of,USB Gaming Keyboard
B0B6BF97TZ,platform,
B0B6BF97TZ,platform,NBA 2K23 Michael Jordan Edition
NBA 2K23 Michael Jordan Edition,platform,Xbox One
B0B6BF97TZ,platform,NBA 2K23
NBA 2K23,platform,Xbox One
B0001AVSH8,present in work,
,present in work,Hitman
B0001AVSH8,characters,Hitman
Hitman,characters,Agent 47
B0001AVSH8,present in work,Agent 47
Agent 47,present in work,Hitman
B0000CE1IN,genre,
,genre,role-playing game
B0000CE1IN,genre,Black & White
Black & White,genre,role-playing game
B0000CE1IN,part of the series,
,part of the series,Black & White
B077JPRCMH,"dissolved, abolished or demolished date",
,"dissolved, abolished or demolished date","May 1, 2017"
B077JPRCMH,"dissolved, abolished or demolished date",Whiteoak
Whiteoak,"dissolved, abolished or demolished date","May 1, 2017"
B00OVGABF8,publisher,
,publisher,Activision
B00OVGABF8,publisher,Dark Parables JACK AND THE SKY KINGDOM
Dark Parables JACK AND THE SKY KINGDOM,publisher,Activision
B078GLDBZX,publisher,
,publisher,Capcom USA
B078GLDBZX,publication date,
,publication date,"December 11, 2017"
B078GLDBZX,publisher,Street Fighter 30th Anniversary Collection
Street Fighter 30th Anniversary Collection,publisher,Capcom USA
B078GLDBZX,publication date,Street Fighter 30th Anniversary Collection
Street Fighter 30th Anniversary Collection,publication date,"December 11, 2017"
B078GLDBZX,platform,
,platform,Nintendo Switch
B078GLDBZX,platform,Street Fighter 30th Anniversary Collection
Street Fighter 30th Anniversary Collection,platform,Nintendo Switch
B0000C0YSB,publisher,
,publisher,Electronic Arts
B0000C0YSB,publisher,The Sims
The Sims,publisher,Electronic Arts
B01GY35HKE,platform,
B01GY35HKE,platform,Andromeda
Andromeda,platform,Xbox One
B007YZCE94,member of,
,member of,Justice League
B007YZCE94,member of,Robin
Robin,member of,Justice League
B007YZCE94,has part,Justice League
Justice League,has part,Batman
B001EYUX4O,platform,
B001EYUX4O,platform,WALL E
WALL E,platform,Sony PSP
B07HC8PBDB,has part,
,has part,Xbox One Controller
B07HC8PBDB,part of,Xbox One Controller
Xbox One Controller,part of,Xbox One X
B00E1L2Z52,part of the series,
,part of the series,Rogue Legacy
B00E1L2Z52,has part,Rogue Legacy
Rogue Legacy,has part,Rogue Legacy
B00K5I323O,publication date,
,publication date,"December 16, 2014"
B00K5I323O,platform,
B00K5I323O,platform,Xbox LIVE
Xbox LIVE,platform,Xbox One
B00K5I323O,developer,Xbox LIVE
Xbox LIVE,developer,Microsoft
B0C1RKG2PM,product or material produced,
,product or material produced,Nintendo Switch
B0C1RKG2PM,product or material produced,NANANINO
NANANINO,product or material produced,Nintendo Switch
B00SGO8TNC,manufacturer,
,manufacturer,Nintendo
B00SGO8TNC,manufacturer,Wii
Wii,manufacturer,Nintendo
B09MFFTCX8,manufacturer,
B09MFFTCX8,manufacturer,Nintendo Switch Controllers
Nintendo Switch Controllers,manufacturer,Nintendo
B07NLDPQZQ,publisher,
,publisher,Ubisoft
B07NLDPQZQ,publication date,
,publication date,"November 15, 2016"
B07NLDPQZQ,platform,
B07GJ5W7HV,manufacturer,
,manufacturer,Microsoft
B07GJ5W7HV,manufacturer,Xbox Wireless Controller - Phantom Black Special Edition
Xbox Wireless Controller - Phantom Black Special Edition,manufacturer,Microsoft
B00004TEXU,developer,
,developer,Neversoft
B00004TEXU,developer,Tony Hawk's Pro Skater 2
Tony Hawk's Pro Skater 2,developer,Neversoft
B00004TEXU,developer,Tony Hawk's Pro Skater
Tony Hawk's Pro Skater,developer,Neversoft
B09FHJQ7H9,platform,
B09FHJQ7H9,platform,Tiny Tina
Tiny Tina,platform,PlayStation 4
B0BKH2DWNP,platform,
B0BKH2DWNP,platform,Xbox Elite Series 2
Xbox Elite Series 2,platform,Xbox One
B01GHBJM72,platform,
B01GHBJM72,platform,The King of Fighters XIV
The King of Fighters XIV,platform,PlayStation 4
B01GHBJM72,genre,
,genre,fighting game
B01GHBJM72,genre,The King of Fighters XIV
The King of Fighters XIV,genre,fighting game
B00CJ0OB68,publication date,
,publication date,"September 13, 2012"
B00CJ0OB68,publication date,Major Mayhem
Major Mayhem,publication date,"September 13, 2012"
B00CJ0OB68,platform,
,platform,PC
B00CJ0OB68,platform,Major Mayhem
Major Mayhem,platform,PC
B077R2N9VB,publication date,
,publication date,"November 27, 2017"
B077R2N9VB,publication date,MUSYNX
MUSYNX,publication date,"November 27, 2017"
B071ZG8RRK,"dissolved, abolished or demolished date",
,"dissolved, abolished or demolished date","June 11, 2017"
B071ZG8RRK,"dissolved, abolished or demolished date",CHILDMORY
CHILDMORY,"dissolved, abolished or demolished date","June 11, 2017"
B09KQ2J9YP,subclass of,
,subclass of,analog stick
B000021Y30,platform,
,platform,Nintendo 64
B000021Y30,platform,Rampage World Tour
Rampage World Tour,platform,Nintendo 64
B004BSGP8S,publication date,
,publication date,"June 23, 2009"
B00NQRGU6M,publisher,
,publisher,Activision Inc.
B00YM7AKLG,publisher,
B00YM7AKLG,publisher,FIFA 16
FIFA 16,publisher,Electronic Arts
B00YM7AKLG,platform,
B00YM7AKLG,platform,FIFA 16
FIFA 16,platform,PlayStation 4
B07SJFD972,followed by,
,followed by,Xbox One X
B07SJFD972,subclass of,Xbox One Elite
Xbox One Elite,subclass of,Xbox One
B07SJFD972,follows,Xbox One Elite
Xbox One Elite,follows,Xbox One
B0009R1TGS,platform,
,platform,PlayStation 2
B07W3RQJ3N,publication date,
,publication date,"October 15, 2019"
B07W3RQJ3N,publication date,Zombieland
Zombieland,publication date,"October 15, 2019"
,publication date,"August 17, 2019"
Zombieland,publication date,"August 17, 2019"
B09JXG5SH9,manufacturer,
,manufacturer,Drop
B09JXG5SH9,manufacturer,CTRL
CTRL,manufacturer,Drop
B09JXG5SH9,instance of,
,instance of,Operating System
B09JXG5SH9,instance of,Windows 2000
Windows 2000,instance of,Operating System
B0034JKYU0,platform,
B0034JKYU0,platform,Bakugan
Bakugan,platform,Nintendo DS
B0034JKYU0,publication date,
,publication date,"March 21, 2010"
B0034JKYU0,publication date,Bakugan
Bakugan,publication date,"March 21, 2010"
B00UURTXK6,followed by,
,followed by,Nintendo 3DS
B00UURTXK6,followed by,New 3ds Ll
New 3ds Ll,followed by,Nintendo 3DS
B00UURTXK6,followed by,3ds Clear Black
3ds Clear Black,followed by,Nintendo 3DS
B00UURTXK6,part of the series,
,part of the series,Nintendo 3DS
B00UURTXK6,part of the series,New 3ds Ll
New 3ds Ll,part of the series,Nintendo 3DS
B00UURTXK6,part of the series,3ds Clear Black
3ds Clear Black,part of the series,Nintendo 3DS
B001OHWQAA,platform,
B001OHWQAA,platform,7 Wonders
7 Wonders,platform,Nintendo DS
B01CJFGUZW,publication date,
,publication date,"February 23, 2016"
B01CJFGUZW,publication date,Devastator II
Devastator II,publication date,"February 23, 2016"
B01CJFGUZW,manufacturer,
,manufacturer,Cooler Master
B01CJFGUZW,manufacturer,Devastator II
Devastator II,manufacturer,Cooler Master
B01CJFGUZW,inception,
,inception,"February 23, 2016"
B01CJFGUZW,inception,Devastator II
Devastator II,inception,"February 23, 2016"
B0B7B7WQY7,part of,
B0B7B7WQY7,has part,keyboard
keyboard,has part,keycaps
B001Q4HLFQ,platform,
,platform,PlayStation 3
B001Q4HLFQ,member of,James Hetfield
James Hetfield,member of,Metallica
B001Q4HLFQ,member of,Robert Trujillo
Robert Trujillo,member of,Metallica
B002E1MLR8,manufacturer,
B002E1MLR8,part of,Wii Remote
Wii Remote,part of,Wii
B013OW09WY,publisher,
B013OW09WY,publisher,Skylanders SuperChargers
Skylanders SuperChargers,publisher,Activision
B013OW09WY,publication date,
,publication date,"November 18, 2015"
B013OW09WY,publication date,Skylanders SuperChargers
Skylanders SuperChargers,publication date,"November 18, 2015"
,publication date,"December 4, 2015"
Skylanders SuperChargers,publication date,"December 4, 2015"
B019RJXBUK,operating system,
,operating system,Android
B019RJXBUK,operating system,GameSir G3f
GameSir G3f,operating system,Android
B08YHH5QDG,platform,
B08YHH5QDG,platform,Pokémon Shining Pearl
Pokémon Shining Pearl,platform,Nintendo Switch
B00K32USMU,platform,
B00K32USMU,platform,Call of Duty
Call of Duty,platform,PlayStation 4
B09QVJDVHN,instance of,
,instance of,gaming keyboard
B09QVJDVHN,instance of,Redragon K552 Pro
Redragon K552 Pro,instance of,gaming keyboard
B09QVJDVHN,operating system,
,operating system,Windows 7
B09QVJDVHN,operating system,Redragon K552 Pro
Redragon K552 Pro,operating system,Windows 7
B014EZ43I6,manufacturer,
,manufacturer,TECKNET
B01MD26RTO,"dissolved, abolished or demolished date",
,"dissolved, abolished or demolished date","November 3, 2016"
B01MD26RTO,"dissolved, abolished or demolished date",AFUNTA
AFUNTA,"dissolved, abolished or demolished date","November 3, 2016"
B07NWGSZSJ,manufacturer,
,manufacturer,DURGOD
B07NWGSZSJ,inception,DURGOD
DURGOD,inception,1892
B000QYARP8,publisher,
,publisher,Broderbund
B000QYARP8,publication date,
,publication date,"April 21, 2006"
B002I0HL98,genre,
,genre,First-Person Shooter
B002I0HL98,genre,Duke Nukem Forever
Duke Nukem Forever,genre,First-Person Shooter
B01HDJTTGG,platform,
B01HDJTTGG,platform,Styx
Styx,platform,PlayStation 4
B077T6QC9Q,part of the series,
,part of the series,Nintendo DS
B077T6QC9Q,has part,Nintendo DS
Nintendo DS,has part,Nintendo 2DS
B01LMXTS9W,instance of,
,instance of,controller
B01LMXTS9W,instance of,Retro Fighters NES controller
Retro Fighters NES controller,instance of,controller
B007VYW5K6,publisher,
B007VYW5K6,publisher,Crysis 3
Crysis 3,publisher,Electronic Arts
B007VYW5K6,publication date,
,publication date,"February 16, 2013"
B007VYW5K6,publication date,Crysis 3
Crysis 3,publication date,"February 16, 2013"
B0BBPM9J1W,publication date,
,publication date,"October 11, 2022"
B0BBPM9J1W,publication date,PGA TOUR 2K23
PGA TOUR 2K23,publication date,"October 11, 2022"
B0BBPM9J1W,publication date,PGA TOUR 2K23 Tiger Woods
PGA TOUR 2K23 Tiger Woods,publication date,"October 11, 2022"
B08DL5HTMR,inception,
,inception,"November 24, 2017"
B08DL5HTMR,inception,YoRHa
YoRHa,inception,"November 24, 2017"
B099WTQ8PN,inception,
,inception,"October 6, 2020"
B099WTQ8PN,inception,eXtremeRate
eXtremeRate,inception,"October 6, 2020"
B07F81VKZ1,product or material produced,
B07F81VKZ1,product or material produced,Pakesi
Pakesi,product or material produced,Nintendo Switch
B09TKK8GH6,has part,
,has part,Joycon
B09TKK8GH6,part of,Joycon
Joycon,part of,Nintendo Switch
B089LYVJC9,has part,
B089LYVJC9,part of,Joycon
B003QCJLRM,platform,
,platform,Wii
B003QCJLRM,platform,Zumba Fitness
Zumba Fitness,platform,Wii
B07XD6HVDR,manufacturer,
B07XD6HVDR,manufacturer,New Nintendo 2DS XL
New Nintendo 2DS XL,manufacturer,Nintendo
B07XD6HVDR,manufacturer,New Nintendo 3DS XL
New Nintendo 3DS XL,manufacturer,Nintendo
B07XD6HVDR,developer,New Nintendo 2DS XL
New Nintendo 2DS XL,developer,Nintendo
B07XD6HVDR,developer,New Nintendo 3DS XL
New Nintendo 3DS XL,developer,Nintendo
B00EZAWS38,platform,
,platform,Sega Genesis
B00EZAWS38,platform,Castle of Illusion
Castle of Illusion,platform,Sega Genesis
B07ST9BST9,subclass of,
,subclass of,Gamepad
B07ST9BST9,subclass of,Switch Controller
Switch Controller,subclass of,Gamepad
B08DKQZXTT,inception,
B08DKQZXTT,inception,YoRHa
B000BC38RO,part of,
,part of,Vietnam War
B000BC38RO,located in the administrative territorial entity,Imperial Palace
Imperial Palace,located in the administrative territorial entity,Hue
B09JY72CNG,manufacturer,
,manufacturer,Razer
B09JY72CNG,manufacturer,Goliathus
Goliathus,manufacturer,Razer
B009GE437W,publication date,
,publication date,"November 1, 2013"
B009GE437W,publication date,Wii Remote Plus
Wii Remote Plus,publication date,"November 1, 2013"
B009GE437W,publication date,Wii Remote
Wii Remote,publication date,"November 1, 2013"
B009GE437W,manufacturer,
,publication date,"October 3, 2013"
B009GE437W,manufacturer,Wii Remote Plus
Wii Remote Plus,manufacturer,Nintendo
Wii Remote Plus,publication date,"October 3, 2013"
B009GE437W,manufacturer,Wii Remote
Wii Remote,manufacturer,Nintendo
B0086VPUHI,platform,
B0086VPUHI,platform,Grand Theft Auto V
Grand Theft Auto V,platform,Xbox One
B0086VPUHI,platform,Grand Theft Auto Online
Grand Theft Auto Online,platform,Xbox One
B0B6HPDH51,manufacturer,
,manufacturer,SteelSeries
B0B6HPDH51,manufacturer,QcK
QcK,manufacturer,SteelSeries
B0B6HPDH51,manufacturer,QcK Gaming Surface
QcK Gaming Surface,manufacturer,SteelSeries
B0B6HPDH51,manufacturer,SteelSeries QcK Gaming Surface
SteelSeries QcK Gaming Surface,manufacturer,SteelSeries
B001F755RA,publication date,
,publication date,"September 3, 2008"
B001F755RA,publication date,Tom Clancy's EndWar
Tom Clancy's EndWar,publication date,"September 3, 2008"
B001F755RA,platform,
B001F755RA,platform,Tom Clancy's EndWar
Tom Clancy's EndWar,platform,PlayStation 3
B0B1HPCMBR,manufacturer,
,manufacturer,KEKUCULL
B0B1HPCMBR,manufacturer,Battery Pack
Battery Pack,manufacturer,KEKUCULL
B01MG6DORB,publication date,
,publication date,"September 20, 2016"
B01MG6DORB,publication date,NBA 2K17
NBA 2K17,publication date,"September 20, 2016"
B0BQDPC4SR,platform,
B0BQDPC4SR,platform,XIAOGE VR
XIAOGE VR,platform,PlayStation 4
B0BN3YRNNV,manufacturer,
,manufacturer,Gorrzai
B0BN3YRNNV,manufacturer,Steam Deck Dock
Steam Deck Dock,manufacturer,Gorrzai
B07V4FYHDJ,manufacturer,
,manufacturer,Dell Computers
B07V4FYHDJ,manufacturer,AW310K
AW310K,manufacturer,Dell Computers
,manufacturer,Alienware
AW310K,manufacturer,Alienware
B09XV52WDK,operating system,
B07CRWDD4V,part of the series,
,part of the series,Xbox
B07CRWDD4V,has part,Xbox
Xbox,has part,Xbox One
B00KY0QH0I,publication date,
,publication date,"June 7, 2014"
B000083GIT,instance of,
,instance of,supervillain
B000083GIT,instance of,Lex Luthor
Lex Luthor,instance of,supervillain
B001DIL2BO,publisher,
,publisher,Nintendo
B07YW3W8TK,manufacturer,
,manufacturer,Corsair
B07YW3W8TK,manufacturer,Ironclaw RGB
Ironclaw RGB,manufacturer,Corsair
B001EYUUF6,publication date,
,publication date,"September 9, 2008"
B001EYUUF6,publication date,NHL 09
NHL 09,publication date,"September 9, 2008"
B07N9M9DBL,publication date,
,publication date,"March 24, 2019"
B07N9M9DBL,publication date,TM Open Wheel Add-On
TM Open Wheel Add-On,publication date,"March 24, 2019"
B00F27JDY0,publication date,
,publication date,"September 21, 2013"
B00F27JDY0,publication date,PlayStation Vita
PlayStation Vita,publication date,"September 21, 2013"
B0895PT9Y5,manufacturer,
,manufacturer,Nivava
B0895PT9Y5,manufacturer,Nivava K11
Nivava K11,manufacturer,Nivava
B07WMTHLTH,has part,
,has part,Series 6/SE/5/4/3/2/1
B07WMTHLTH,part of,Series 6/SE/5/4/3/2/1
Series 6/SE/5/4/3/2/1,part of,Apple Watch
B07WMTHLTH,part of the series,Series 6/SE/5/4/3/2/1
Series 6/SE/5/4/3/2/1,part of the series,Apple Watch
B07BHXMYV6,platform,
B07BHXMYV6,platform,Valkyria Chronicles 4
Valkyria Chronicles 4,platform,Nintendo Switch
B07BHXMYV6,present in work,
,present in work,Valkyria Chronicles 4
B0B1W9WFGV,country,
B0B1W9WFGV,country,EUROA
EUROA,country,China
B0055UCIE6,publication date,
,publication date,"June 15, 2011"
B0055UCIE6,publication date,The Treasures of Montezuma 3
The Treasures of Montezuma 3,publication date,"June 15, 2011"
,publication date,"June 14, 2011"
The Treasures of Montezuma 3,publication date,"June 14, 2011"
B0055UCIE6,developer,
,developer,Alawar Entertainment
B0055UCIE6,developer,The Treasures of Montezuma 3
The Treasures of Montezuma 3,developer,Alawar Entertainment
B00JQ8SH98,instance of,
B00JQ8SH98,instance of,SteelSeries Apex RAW
SteelSeries Apex RAW,instance of,gaming keyboard
B00JQ8SH98,instance of,SteelSeries Apex RAW Gaming Keyboard
SteelSeries Apex RAW Gaming Keyboard,instance of,gaming keyboard
B00JQ8SH98,subclass of,
,subclass of,gaming keyboard
B00JQ8SH98,subclass of,SteelSeries Apex RAW
SteelSeries Apex RAW,subclass of,gaming keyboard
B003JZNDN4,publisher,
,publisher,Meridian4
B008B3QCJQ,genre,
,genre,Action Role-playing game
B008B3QCJQ,genre,Dead Island Riptide
Dead Island Riptide,genre,Action Role-playing game
,genre,Action Role-Playing game
Dead Island Riptide,genre,Action Role-Playing game
B092PKTLGW,subclass of,
,subclass of,Programmable Buttons
B092PKTLGW,subclass of,Precision button
Precision button,subclass of,Programmable Buttons
B08CXGNQCM,inception,
,inception,"July 10, 2017"
B08CXGNQCM,inception,YoRHa
YoRHa,inception,"July 10, 2017"
B00X8XIN7S,developer,
,developer,BANDAI NAMCO Entertainment
B00X8XIN7S,publication date,
,publication date,"February 16, 2016"
B00X8XIN7S,developer,Project X Zone 2
Project X Zone 2,developer,BANDAI NAMCO Entertainment
B00X8XIN7S,publication date,Project X Zone 2
Project X Zone 2,publication date,"February 16, 2016"
B00X8XIN7S,notable work,Capcom
Capcom,notable work,Resident Evil
Capcom,notable work,Devil May Cry
Capcom,notable work,Mega man X
B00X8XIN7S,developer,Resident Evil
Resident Evil,developer,Capcom
B00X8XIN7S,developer,Resident Evil series
Resident Evil series,developer,Capcom
B00X8XIN7S,developer,Devil May Cry series
Devil May Cry series,developer,Capcom
B00X8XIN7S,developer,Tales of Vesperia
Tales of Vesperia,developer,Capcom
B07WMSTPBS,publisher,
,publisher,THQ Nordic
B07WMSTPBS,publication date,
,publication date,"August 14, 2019"
B07XKVQWMP,publication date,
,publication date,"February 18, 2020"
B07XKVQWMP,publication date,Hunt
Hunt,publication date,"February 18, 2020"
B001W0Y5VM,genre,
,genre,third-person shooter
B001W0Y5VM,genre,Army of Two
Army of Two,genre,third-person shooter
B08FDD17NL,subclass of,
B08FDD17NL,subclass of,Kailh
Kailh,subclass of,switches
B08FDD17NL,subclass of,Otemu
Otemu,subclass of,switches
B07SBKQ7RM,platform,
B07SBKQ7RM,platform,YU-NO
YU-NO,platform,Nintendo Switch
B0045EI7IE,publication date,
,publication date,"December 7, 2010"
B09FT6YWJF,used by,
,used by,Nintendo Switch
B074SRW2N3,manufacturer,
,manufacturer,Sony
B074SRW2N3,manufacturer,PS4
PS4,manufacturer,Sony
B019EWMXWC,part of the series,
,part of the series,Odin Sphere
B019EWMXWC,has part,Odin Sphere
Odin Sphere,has part,Odin Sphere Leifthrasir
B019EWMXWC,platform,
B019EWMXWC,platform,Odin Sphere Leifthrasir
Odin Sphere Leifthrasir,platform,PlayStation 4
B00GXM48HA,platform,
,platform,Xbox 360
B00GXM48HA,platform,Xbox LIVE
Xbox LIVE,platform,Xbox 360
B07XJY6KS7,manufacturer,
B002H0OWLE,publication date,
,publication date,"November 3, 2009"
B002H0OWLE,publication date,Pro Evolution Soccer 2010
Pro Evolution Soccer 2010,publication date,"November 3, 2009"
B002H0OWLE,publication date,PES 2010
PES 2010,publication date,"November 3, 2009"
B000035Y0L,platform,
,platform,Super Famicom
B000035Y0L,platform,Gradius II
Gradius II,platform,Super Famicom
B09HPGB4H7,manufacturer,
B09HPGB4H7,manufacturer,Cooler Master MM711
Cooler Master MM711,manufacturer,Cooler Master
B074Z3XTXT,manufacturer,
B074Z3XTXT,manufacturer,Logitech G403
Logitech G403,manufacturer,Logitech
B001KC02Y6,publication date,
,publication date,"January 4, 2010"
B001KC02Y6,publication date,Aloha Solitaire
Aloha Solitaire,publication date,"January 4, 2010"
B001KC02Y6,publisher,
,publisher,Gamehouse
B001KC02Y6,publisher,Aloha Solitaire
Aloha Solitaire,publisher,Gamehouse
B000028U2D,platform,
,platform,Dreamcast
B000028U2D,platform,Hydro Thunder
Hydro Thunder,platform,Dreamcast
B008BKPU6A,publication date,
,publication date,"June 16, 2012"
B003ODI40S,genre,
,genre,space sim
B003ODI40S,genre,The Tomorrow War
The Tomorrow War,genre,space sim
B003ODI40S,has part,
,has part,The Tomorrow War Demo
B003ODI40S,part of the series,The Tomorrow War Demo
The Tomorrow War Demo,part of the series,The Tomorrow War
B00CA8Q23Y,platform,
B00CA8Q23Y,platform,Xbox LIVE
B0072V09TM,platform,
,platform,Windows XP (SP2)
B0072V09TM,publication date,
,publication date,"March 9, 2012"
B0072V09TM,publication date,Angry Birds Seasons
Angry Birds Seasons,publication date,"March 9, 2012"
B09FH55247,developer,
,developer,Deep Silver
B000066TS4,publisher,
,publisher,Capcom
B000066TS4,publication date,
,publication date,"April 30, 2002"
B000066TS4,publisher,Mega Man
Mega Man,publisher,Capcom
B000066TS4,publisher,Mega Man X
Mega Man X,publisher,Capcom
B00HM3QANO,manufacturer,
,manufacturer,Cirka
B00HM3QANO,manufacturer,Cirka N64 Wired Controller
Cirka N64 Wired Controller,manufacturer,Cirka
B00HM3QANO,publication date,
,publication date,"December 30, 2013"
B00HM3QANO,publication date,Cirka N64 Wired Controller
Cirka N64 Wired Controller,publication date,"December 30, 2013"
B00004SVYP,manufacturer,
B00I6E6SH6,publisher,
,publisher,Microsoft
B0026EV5MA,sport,
,sport,golf
B0026EV5MA,sport,Pangya
Pangya,sport,golf
B0026EV5MA,platform,
,platform,PSP
B0026EV5MA,platform,Pangya
Pangya,platform,PSP
B07CPGCR9D,publication date,
,publication date,"October 11, 2015"
B07CPGCR9D,publication date,New 3DS XL
New 3DS XL,publication date,"October 11, 2015"
B00001R3XK,genre,
,genre,first-person shooter
B00001R3XK,genre,Kingpin
Kingpin,genre,first-person shooter
B002NI0XP4,platform,
B002NI0XP4,platform,NHL 10
NHL 10,platform,Xbox 360
B08T1X4R4L,instance of,
,instance of,Cable Type
B08T1X4R4L,instance of,USB C
USB C,instance of,Cable Type
B00B3PDHBU,manufacturer,
,manufacturer,Turtle Beach
