,head,relation,tail
273,24,0,94482
274,24,0,94483
275,24,0,94331
276,24,0,94484
277,24,0,94485
278,24,0,94486
279,24,0,94487
280,24,0,94488
281,24,0,94489
282,24,0,94490
283,25,0,94491
284,25,0,94492
285,25,0,94493
286,25,0,94494
287,25,0,94495
288,26,0,94496
289,26,0,94497
290,26,0,94498
291,26,0,94499
292,26,0,94500
293,26,0,94501
294,26,0,94502
295,26,0,94503
296,26,0,94504
297,26,0,94505
298,26,0,94506
299,26,0,94507
300,26,0,94508
301,26,0,94509
302,26,0,94510
303,26,0,94511
304,26,0,94512
305,26,0,94513
306,26,0,94514
307,26,0,94228
308,26,0,94515
309,26,0,94516
310,26,0,94517
311,26,0,94518
312,26,0,94519
313,26,0,94520
314,26,0,94521
315,26,0,94522
316,26,0,94523
317,26,0,94524
318,26,0,94525
319,26,0,94526
320,26,0,94527
321,27,0,94528
322,27,0,94529
323,27,0,94530
324,27,0,94531
325,27,0,94532
326,27,0,94533
327,27,0,94534
328,27,0,94535
329,27,0,94536
330,27,0,94537
331,27,0,94520
332,27,0,94538
333,27,0,94539
334,27,0,94338
335,27,0,94540
336,27,0,94541
337,28,0,94542
338,28,0,94543
339,28,0,94544
340,28,0,94545
341,29,0,94546
342,29,0,94547
343,29,0,94384
344,29,0,94548
345,29,0,94549
346,29,0,94550
347,30,0,94551
348,30,0,94552
349,30,0,94553
350,30,0,94554
351,30,0,94555
352,30,0,94556
353,30,0,94557
354,31,0,94423
355,31,0,94558
356,31,0,94396
357,31,0,94559
358,31,0,94560
359,32,0,94376
360,32,0,94561
361,32,0,94562
362,32,0,94563
363,32,0,94564
364,32,0,94565
365,32,0,94566
366,32,0,94567
367,32,0,94550
368,32,0,94568
369,32,0,94569
370,32,0,94570
371,32,0,94571
372,32,0,94572
373,32,0,94573
374,32,0,94574
375,32,0,94575
376,33,0,94576
377,33,0,94577
378,33,0,94578
379,33,0,94579
380,33,0,94580
381,34,0,94581
382,34,0,94582
383,34,0,94583
384,34,0,94584
385,34,0,94585
386,35,0,94586
387,35,0,94587
388,35,0,94588
389,35,0,94224
390,35,0,94589
391,35,0,94590
392,35,0,94591
393,35,0,94592
394,35,0,94593
395,35,0,94594
396,35,0,94595
397,36,0,94596
398,36,0,94597
399,36,0,94598
400,36,0,94562
401,37,0,94231
402,37,0,94599
403,37,0,94600
404,37,0,94601
405,37,0,94602
406,37,0,94603
407,37,0,94604
408,37,0,94605
409,37,0,94606
410,37,0,94607
411,38,0,94608
412,38,0,94609
413,38,0,94610
414,38,0,94611
415,38,0,94612
416,38,0,94613
417,38,0,94614
418,38,0,94615
419,38,0,94616
420,38,0,94617
421,39,0,94618
422,39,0,94619
423,39,0,94620
424,39,0,94621
425,39,0,94622
426,39,0,94623
427,40,0,94624
428,40,0,94606
429,40,0,94625
430,40,0,94598
431,40,0,94626
432,41,0,94627
433,41,0,94628
434,41,0,94268
435,41,0,94629
436,41,0,94630
437,42,0,94631
438,42,0,94632
439,42,0,94633
440,42,0,94634
441,42,0,94635
442,42,0,94404
443,42,0,94636
444,42,0,94637
445,43,0,94638
446,43,0,94639
447,43,0,94640
448,43,0,94424
449,44,0,94641
450,44,0,94642
451,44,0,94593
452,44,0,94643
453,44,0,94376
454,44,0,94644
455,44,0,94645
456,44,0,94646
457,44,0,94647
458,44,0,94648
459,44,0,94649
460,44,0,94572
461,44,0,94565
462,44,0,94650
463,44,0,94651
464,44,0,94404
465,44,0,94652
466,44,0,94653
467,44,0,94654
468,44,0,94228
469,44,0,94655
470,44,0,94656
471,44,0,94657
472,44,0,94495
473,44,0,94658
474,44,0,94562
475,44,0,94659
476,44,0,94599
477,44,0,94660
478,44,0,94661
479,44,0,94544
480,44,0,94662
481,44,0,94663
482,44,0,94664
483,44,0,94665
484,44,0,94666
485,44,0,94667
486,44,0,94668
487,45,0,94404
488,45,0,94669
489,45,0,94585
490,45,0,94670
491,46,0,94671
492,46,0,94672
493,46,0,94673
494,46,0,94674
495,46,0,94675
496,46,0,94676
497,46,0,94677
498,46,0,94678
499,46,0,94679
500,46,0,94680
501,46,0,94612
502,46,0,94681
503,46,0,94682
504,46,0,94683
505,46,0,94684
506,46,0,94685
507,46,0,94686
508,46,0,94687
509,46,0,94688
510,46,0,94689
511,46,0,94690
512,46,0,94691
513,46,0,94692
514,46,0,94693
515,46,0,94694
516,46,0,94695
517,46,0,94696
518,46,0,94697
519,46,0,94495
520,46,0,94698
521,46,0,94699
522,47,0,94700
523,47,0,94701
524,47,0,94702
525,47,0,94703
526,47,0,94704
527,47,0,94705
528,47,0,94706
529,48,0,94707
530,48,0,94708
531,48,0,94709
532,48,0,94448
533,48,0,94710
534,48,0,94711
535,48,0,94712
536,48,0,94713
537,48,0,94714
538,48,0,94715
539,49,0,94716
540,49,0,94717
541,49,0,94629
542,49,0,94718
543,49,0,94719
544,49,0,94720
545,49,0,94661
546,49,0,94660
547,49,0,94721
548,49,0,94495
549,49,0,94722
550,49,0,94723
551,49,0,94395
552,49,0,94668
553,49,0,94724
554,49,0,94725
555,50,0,94726
556,50,0,94727
557,50,0,94329
558,50,0,94728
559,50,0,94729
560,51,0,94730
561,51,0,94731
562,51,0,94732
563,51,0,94733
564,51,0,94734
565,51,0,94665
566,51,0,94395
567,52,0,94735
568,52,0,94736
569,52,0,94737
570,52,0,94738
571,52,0,94739
572,53,0,94740
573,53,0,94741
574,53,0,94742
575,53,0,94743
576,53,0,94744
577,53,0,94745
578,53,0,94746
579,53,0,94747
580,53,0,94748
581,54,0,94749
582,54,0,94750
583,54,0,94751
584,54,0,94752
585,54,0,94753
586,54,0,94754
587,54,0,94755
588,55,0,94756
589,55,0,94750
590,55,0,94757
591,55,0,94758
592,55,0,94759
593,56,0,94760
594,56,0,94761
595,56,0,94762
596,56,0,94763
597,56,0,94764
598,56,0,94486
599,56,0,94593
600,56,0,94765
601,56,0,94766
602,56,0,94767
603,56,0,94768
604,56,0,94769
605,56,0,94770
606,56,0,94771
607,56,0,94772
608,56,0,94773
609,56,0,94774
610,56,0,94775
611,56,0,94776
612,57,0,94777
613,57,0,94778
614,57,0,94779
615,57,0,94780
616,57,0,94781
617,57,0,94782
618,57,0,94697
619,57,0,94783
620,58,0,94784
621,58,0,94785
622,58,0,94786
623,58,0,94787
624,58,0,94788
625,58,0,94789
626,58,0,94790
627,58,0,94791
628,58,0,94792
629,58,0,94793
630,59,0,94794
631,59,0,94795
632,59,0,94796
633,59,0,94797
634,59,0,94798
635,59,0,94799
636,60,0,94800
637,60,0,94801
638,60,0,94802
639,60,0,94590
640,60,0,94803
641,61,0,94804
642,61,0,94805
643,61,0,94806
644,61,0,94807
645,61,0,94808
646,61,0,94809
647,61,0,94810
648,61,0,94811
649,61,0,94812
650,62,0,94813
651,62,0,94814
652,62,0,94815
653,62,0,94816
654,62,0,94817
655,62,0,94818
656,62,0,94819
657,62,0,94606
658,62,0,94820
659,62,0,94821
660,62,0,94822
661,63,0,94823
662,63,0,94824
663,63,0,94825
664,63,0,94799
665,63,0,94363
666,63,0,94511
667,63,0,94826
668,64,0,94827
669,65,0,94617
670,65,0,94828
671,65,0,94829
672,65,0,94830
673,65,0,94831
674,65,0,94832
675,65,0,94833
676,66,0,94834
677,66,0,94610
678,66,0,94835
679,66,0,94836
680,66,0,94626
681,66,0,94837
682,66,0,94838
683,66,0,94839
684,66,0,94840
685,66,0,94841
686,66,0,94842
687,66,0,94843
688,66,0,94844
689,66,0,94845
690,66,0,94846
691,66,0,94847
692,66,0,94848
693,66,0,94849
694,66,0,94850
695,66,0,94851
696,66,0,94852
697,66,0,94853
698,66,0,94854
699,66,0,94855
700,67,0,94856
701,67,0,94857
702,67,0,94858
703,67,0,94859
704,67,0,94860
705,67,0,94861
706,67,0,94862
707,67,0,94863
708,67,0,94864
709,67,0,94865
710,67,0,94866
711,67,0,94867
712,67,0,94868
713,67,0,94869
714,67,0,94870
715,67,0,94871
716,67,0,94872
717,67,0,94873
718,67,0,94874
719,67,0,94875
720,68,0,94876
721,68,0,94877
722,68,0,94878
723,68,0,94879
724,68,0,94880
725,68,0,94881
726,68,0,94882
727,68,0,94883
728,68,0,94884
729,68,0,94527
730,68,0,94885
731,68,0,94886
732,68,0,94887
733,68,0,94888
734,68,0,94301
735,68,0,94889
736,68,0,94890
737,68,0,94891
738,68,0,94892
739,68,0,94893
740,68,0,94894
741,68,0,94895
742,68,0,94896
743,68,0,94897
744,68,0,94898
745,68,0,94899
746,68,0,94900
747,68,0,94901
748,68,0,94436
749,68,0,94902
750,68,0,94903
751,68,0,94904
752,68,0,94905
753,68,0,94906
754,69,0,94907
755,69,0,94908
756,69,0,94909
757,69,0,94910
758,69,0,94301
759,69,0,94911
760,69,0,94898
761,69,0,94896
762,69,0,94440
763,69,0,94912
764,69,0,94913
765,69,0,94914
766,69,0,94915
767,69,0,94916
768,69,0,94917
769,69,0,94344
770,70,0,94865
771,70,0,94408
772,70,0,94918
773,70,0,94919
774,70,0,94920
775,70,0,94921
776,70,0,94500
777,70,0,94922
778,70,0,94923
779,70,0,94924
780,70,0,94925
781,70,0,94926
782,70,0,94927
783,70,0,94928
784,70,0,94574
785,70,0,94929
786,70,0,94414
787,70,0,94930
788,70,0,94931
789,70,0,94932
790,70,0,94308
791,70,0,94933
792,70,0,94934
793,70,0,94935
794,70,0,94936
795,71,0,94937
796,71,0,94934
797,71,0,94938
798,71,0,94441
799,71,0,94311
800,72,0,94939
801,72,0,94940
802,72,0,94941
803,72,0,94942
804,72,0,94943
805,72,0,94944
806,72,0,94945
807,72,0,94946
808,73,0,94331
809,73,0,94947
810,73,0,94948
811,73,0,94949
812,73,0,94950
813,73,0,94951
814,73,0,94952
815,73,0,94953
816,73,0,94954
817,73,0,94565
818,73,0,94352
819,73,0,94926
820,73,0,94955
821,73,0,94956
822,73,0,94957
823,73,0,94958
824,73,0,94959
825,73,0,94960
826,73,0,94898
827,73,0,94961
828,74,0,94962
829,74,0,94963
830,74,0,94964
831,75,0,94965
832,75,0,94966
833,75,0,94967
834,75,0,94968
835,75,0,94969
836,75,0,94970
837,75,0,94971
838,75,0,94972
839,75,0,94973
840,75,0,94288
841,75,0,94974
842,75,0,94975
843,75,0,94605
844,75,0,94976
845,75,0,94977
846,75,0,94978
847,75,0,94979
848,75,0,94980
849,75,0,94981
850,75,0,94982
851,75,0,94983
852,75,0,94984
853,75,0,94985
854,75,0,94986
855,75,0,94544
856,75,0,94987
857,75,0,94988
858,75,0,94989
859,75,0,94830
860,75,0,94990
861,75,0,94991
862,75,0,94992
863,76,0,94330
864,76,0,94993
865,76,0,94994
866,76,0,94502
867,76,0,94995
868,76,0,94996
869,76,0,94997
870,76,0,94998
871,76,0,94999
872,76,0,95000
873,76,0,94355
874,76,0,94927
875,76,0,95001
876,76,0,95002
877,76,0,94490
878,76,0,94559
879,76,0,95003
880,76,0,95004
881,76,0,95005
882,76,0,95006
883,76,0,95007
884,76,0,95008
885,76,0,94300
886,76,0,95009
887,76,0,94230
888,76,0,95010
889,76,0,95011
890,76,0,95012
891,76,0,95013
892,76,0,95014
893,76,0,95015
894,76,0,95016
895,76,0,94832
896,76,0,94434
897,76,0,94435
898,76,0,95017
899,76,0,95018
900,76,0,95019
901,76,0,94915
902,76,0,95020
903,76,0,95021
904,76,0,95022
905,77,0,94546
906,77,0,95023
907,77,0,95024
908,77,0,95025
909,77,0,94403
910,78,0,95026
911,78,0,95027
912,78,0,94900
913,78,0,95028
914,78,0,95029
915,79,0,95030
916,79,0,95031
917,79,0,95032
918,79,0,95033
919,79,0,95034
920,79,0,95035
921,79,0,94565
922,79,0,95036
923,79,0,95037
924,80,0,95038
925,80,0,95039
926,80,0,95040
927,80,0,95041
928,80,0,94524
929,81,0,95042
930,81,0,95043
931,81,0,95044
932,81,0,95045
933,81,0,95046
934,82,0,95047
935,82,0,95048
936,82,0,94495
937,82,0,94228
938,82,0,95049
939,82,0,95050
940,82,0,95051
941,83,0,95052
942,83,0,95053
943,83,0,95054
944,83,0,95055
945,83,0,95056
946,83,0,95057
947,83,0,95058
948,83,0,95059
949,83,0,95060
950,83,0,95061
951,83,0,95062
952,83,0,95063
953,83,0,95064
954,83,0,95065
955,83,0,95066
956,83,0,95067
957,83,0,95068
958,83,0,95069
959,83,0,95070
960,83,0,95071
961,83,0,95072
962,83,0,95073
963,83,0,95074
964,83,0,95075
965,83,0,95076
966,83,0,95077
967,83,0,95078
968,83,0,95079
969,83,0,95080
970,83,0,94575
971,83,0,95081
972,83,0,95082
973,83,0,95083
974,83,0,95084
975,83,0,95085
976,83,0,95086
977,83,0,95087
978,83,0,95088
979,83,0,95089
980,84,0,95090
981,84,0,94371
982,85,0,95091
983,85,0,95092
984,85,0,95093
985,85,0,95094
986,85,0,95095
987,85,0,95096
988,85,0,94881
989,85,0,94344
990,85,0,94371
991,85,0,95097
992,86,0,95098
993,86,0,95099
994,86,0,95100
995,86,0,95101
996,86,0,95102
997,86,0,95103
998,86,0,94614
999,86,0,95104
1000,86,0,95105
1001,86,0,95106
1002,87,0,95022
1003,87,0,94379
1004,87,0,95107
1005,87,0,95108
1006,87,0,94359
1007,87,0,95109
1008,87,0,94307
1009,87,0,94999
1010,87,0,95110
1011,87,0,94311
1012,87,0,94992
1013,87,0,95111
1014,88,0,94840
1015,88,0,95112
1016,88,0,94311
1017,88,0,95113
1018,88,0,95114
1019,88,0,95115
1020,88,0,95116
1021,89,0,95117
1022,89,0,95118
1023,89,0,94296
1024,89,0,95119
1025,89,0,95120
1026,89,0,95121
1027,89,0,95122
1028,89,0,95123
1029,89,0,94599
1030,90,0,95124
1031,90,0,95125
1032,90,0,95126
1033,90,0,95127
1034,90,0,95128
1035,90,0,95129
1036,90,0,95130
1037,90,0,95131
1038,90,0,95132
1039,90,0,95133
1040,91,0,95134
1041,91,0,95135
1042,92,0,95136
1043,92,0,95137
1044,92,0,95138
1045,92,0,95139
1046,92,0,95140
1047,93,0,95141
1048,93,0,95142
1049,93,0,95143
1050,93,0,95144
1051,93,0,95145
1052,94,0,95146
1053,94,0,95147
1054,95,0,94322
1055,96,0,95148
1056,96,0,95149
1057,96,0,95150
1058,96,0,95010
1059,96,0,94831
1060,96,0,94371
1061,96,0,95151
1062,97,0,95152
1063,97,0,95153
1064,97,0,95154
1065,97,0,95155
1066,97,0,95156
1067,97,0,94617
1068,97,0,95157
1069,97,0,95158
1070,97,0,95159
1071,97,0,94571
1072,97,0,95160
1073,97,0,95161
1074,98,0,95162
1075,98,0,95163
1076,98,0,95164
1077,98,0,95165
1078,98,0,95166
1079,98,0,95167
1080,98,0,95168
1081,98,0,95169
1082,98,0,95170
1083,99,0,95171
1084,99,0,95172
1085,99,0,95173
1086,99,0,95174
1087,99,0,94420
1088,99,0,95175
1089,99,0,95176
1090,99,0,95177
1091,100,0,95178
1092,100,0,95179
1093,100,0,94747
1094,100,0,95180
1095,100,0,95181
1096,100,0,95182
1097,100,0,95183
1098,100,0,95184
1099,100,0,95185
1100,100,0,95186
1101,100,0,95187
1102,100,0,95188
1103,100,0,95189
1104,101,0,95190
1105,101,0,95191
1106,101,0,94567
1107,101,0,95192
1108,101,0,95193
1109,102,0,95194
1110,102,0,95195
1111,102,0,95196
1112,102,0,95197
1113,102,0,95198
1114,103,0,95199
1115,103,0,95200
1116,103,0,95150
1117,103,0,94301
1118,103,0,94359
1119,103,0,94827
1120,103,0,95201
1121,103,0,95202
1122,103,0,95203
1123,104,0,95204
1124,104,0,95205
1125,104,0,95206
1126,104,0,95207
1127,104,0,95208
1128,105,0,95209
1129,105,0,95210
1130,105,0,95211
1131,105,0,95212
1132,105,0,95213
1133,105,0,95214
1134,105,0,94302
1135,106,0,95215
1136,106,0,95216
1137,106,0,95217
1138,106,0,95218
1139,106,0,95219
1140,106,0,95220
1141,106,0,94605
1142,106,0,95221
1143,106,0,94802
1144,106,0,95222
1145,106,0,94536
1146,106,0,95223
1147,106,0,95224
1148,106,0,95177
1149,106,0,95225
1150,107,0,94291
1151,107,0,95226
1152,108,0,95227
1153,108,0,95228
1154,108,0,95229
1155,108,0,95230
1156,108,0,95231
1157,108,0,94489
1158,108,0,94421
1159,108,0,95009
1160,108,0,95232
1161,109,0,95233
1162,109,0,95234
1163,109,0,95186
1164,109,0,94297
1165,109,0,94929
1166,109,0,95235
1167,109,0,95236
1168,109,0,95237
1169,109,0,95149
1170,109,0,95150
1171,109,0,95008
1172,109,0,95238
1173,109,0,94302
1174,109,0,95239
1175,109,0,95240
1176,109,0,95241
1177,109,0,94999
1178,109,0,95242
1179,109,0,95243
1180,109,0,95244
1181,109,0,95225
1182,109,0,95245
1183,110,0,95246
1184,110,0,95105
1185,110,0,95179
1186,110,0,94483
1187,110,0,94496
1188,110,0,95247
1189,110,0,94312
1190,110,0,95248
1191,110,0,95109
1192,111,0,95249
1193,111,0,95250
1194,111,0,95251
1195,111,0,95252
1196,111,0,94824
1197,112,0,95253
1198,112,0,95254
1199,112,0,95255
1200,112,0,95256
1201,112,0,95257
1202,112,0,95258
1203,112,0,94520
1204,112,0,95259
1205,113,0,95260
1206,113,0,95261
1207,113,0,95262
1208,113,0,95263
1209,113,0,95264
1210,114,0,95265
1211,114,0,95266
1212,114,0,95267
1213,114,0,95268
1214,114,0,94289
1215,114,0,94295
1216,114,0,95269
1217,114,0,95270
1218,114,0,94802
1219,114,0,94912
1220,115,0,95271
1221,115,0,94307
1222,115,0,95272
1223,116,0,95273
1224,116,0,95274
1225,116,0,94845
1226,116,0,95275
1227,116,0,95276
1228,116,0,94840
1229,116,0,94587
1230,117,0,95277
1231,117,0,95278
1232,117,0,95279
1233,117,0,95280
1234,117,0,95281
1235,117,0,95282
1236,117,0,95283
1237,117,0,95284
1238,117,0,94722
1239,117,0,95285
1240,117,0,95286
1241,117,0,95287
1242,117,0,95288
1243,117,0,95289
1244,117,0,95290
1245,117,0,95291
1246,117,0,95292
1247,118,0,94937
1248,118,0,95293
1249,118,0,95294
1250,118,0,95295
1251,118,0,95296
1252,119,0,95297
1253,119,0,95298
1254,119,0,95299
1255,119,0,95300
1256,119,0,95301
1257,119,0,95302
1258,120,0,95303
1259,120,0,95304
1260,120,0,95305
1261,120,0,94724
1262,120,0,95306
1263,120,0,95307
1264,120,0,95308
1265,121,0,95309
1266,121,0,95310
1267,121,0,95311
1268,121,0,95312
1269,121,0,95313
1270,121,0,94390
1271,121,0,95314
1272,121,0,95315
1273,121,0,95316
1274,121,0,94433
1275,122,0,95317
1276,122,0,95318
1277,122,0,95319
1278,122,0,95320
1279,122,0,95321
1280,122,0,95322
1281,122,0,94952
1282,123,0,95323
1283,123,0,95324
1284,123,0,95325
1285,123,0,95326
1286,123,0,95327
1287,123,0,95328
1288,123,0,94689
1289,123,0,95329
1290,124,0,95330
1291,124,0,95331
1292,124,0,95332
1293,124,0,95333
1294,124,0,94553
1295,125,0,95334
1296,125,0,95335
1297,125,0,95336
1298,125,0,95337
1299,125,0,95338
1300,125,0,95339
1301,125,0,95340
1302,125,0,95341
1303,126,0,95342
1304,126,0,94376
1305,126,0,95343
1306,126,0,94644
1307,126,0,95344
1308,126,0,95345
1309,127,0,94787
1310,127,0,95001
1311,127,0,95346
1312,127,0,94495
1313,127,0,94698
1314,127,0,95347
1315,128,0,95348
1316,128,0,95349
1317,128,0,94727
1318,128,0,95350
1319,128,0,95351
1320,129,0,95352
1321,129,0,95353
1322,129,0,95354
1323,129,0,95355
1324,129,0,95214
1325,129,0,94935
1326,129,0,95356
1327,129,0,95357
1328,130,0,95358
1329,130,0,95359
1330,130,0,94618
1331,130,0,95360
1332,130,0,95361
1333,130,0,95362
1334,130,0,95363
1335,130,0,94619
1336,130,0,95364
1337,130,0,95365
1338,130,0,95366
1339,130,0,94716
1340,130,0,95367
1341,130,0,94328
1342,130,0,95368
1343,131,0,95369
1344,131,0,95370
1345,131,0,95371
1346,131,0,94589
1347,131,0,94952
1348,131,0,94686
1349,131,0,95372
1350,131,0,95373
1351,131,0,94495
1352,132,0,94366
1353,132,0,94559
1354,133,0,95374
1355,133,0,94562
1356,133,0,95375
1357,134,0,95376
1358,134,0,95377
1359,134,0,95378
1360,134,0,95379
1361,134,0,95380
1362,134,0,95381
1363,135,0,95382
1364,135,0,95383
1365,135,0,95384
1366,135,0,95385
1367,136,0,95386
1368,136,0,95030
1369,136,0,95387
1370,136,0,95388
1371,136,0,95389
1372,136,0,95390
1373,136,0,95391
1374,137,0,95392
1375,137,0,95393
1376,137,0,95394
1377,137,0,94943
1378,137,0,94659
1379,137,0,95134
1380,138,0,95395
1381,138,0,95396
1382,138,0,95397
1383,138,0,95398
1384,138,0,95399
1385,138,0,95400
1386,138,0,94595
1387,138,0,95154
1388,138,0,95401
1389,138,0,95327
1390,138,0,95402
1391,138,0,95403
1392,139,0,95404
1393,139,0,95142
1394,139,0,95405
1395,139,0,95406
1396,139,0,94599
1397,140,0,95407
1398,140,0,94918
1399,140,0,95408
1400,140,0,94764
1401,140,0,95409
1402,140,0,95410
1403,140,0,95411
1404,141,0,95412
1405,141,0,95413
1406,141,0,95414
1407,141,0,95415
1408,142,0,95416
1409,142,0,95417
1410,142,0,95418
1411,142,0,95419
1412,142,0,94588
1413,142,0,95420
1414,143,0,95421
1415,143,0,95422
1416,143,0,94698
1417,143,0,95423
1418,143,0,95424
1419,143,0,95425
1420,144,0,95426
1421,144,0,95427
1422,144,0,95428
1423,144,0,95429
1424,144,0,95260
1425,144,0,94330
1426,144,0,95430
1427,144,0,95431
1428,144,0,95432
1429,144,0,95433
1430,144,0,94606
1431,145,0,94476
1432,145,0,95434
1433,145,0,94562
1434,145,0,94594
1435,145,0,94397
1436,145,0,95435
1437,145,0,95436
1438,146,0,95437
1439,146,0,95438
1440,146,0,95439
1441,146,0,94501
1442,146,0,95440
1443,147,0,95441
1444,147,0,95442
1445,147,0,95443
1446,147,0,95444
1447,147,0,95316
1448,147,0,95445
1449,148,0,94565
1450,148,0,95446
1451,148,0,95429
1452,148,0,95447
1453,148,0,95448
1454,148,0,95449
1455,148,0,95450
1456,148,0,95451
1457,148,0,95452
1458,148,0,95453
1459,148,0,95454
1460,148,0,95455
1461,148,0,95456
1462,148,0,95457
1463,148,0,95458
1464,148,0,95221
1465,148,0,95459
1466,148,0,95460
1467,148,0,95461
1468,148,0,95462
1469,148,0,94606
1470,148,0,94799
1471,148,0,95463
1472,148,0,95464
1473,148,0,95465
1474,148,0,95466
1475,148,0,94600
1476,148,0,94654
1477,148,0,94363
1478,148,0,95467
1479,148,0,95468
1480,148,0,95469
1481,148,0,95087
1482,148,0,95470
1483,148,0,95471
1484,148,0,95255
1485,148,0,95472
1486,148,0,95473
1487,148,0,95474
1488,148,0,95475
1489,148,0,95476
1490,148,0,95477
1491,148,0,95478
1492,148,0,95479
1493,148,0,95480
1494,148,0,95481
1495,148,0,95482
1496,148,0,94395
1497,148,0,95483
